Identification,Condition,Healthy,Scab,Anthracnose
Avocado 2908,Scab,0,1,0
Avocado 2909,Scab,0,1,0
Avocado 2910,Scab,0,1,0
Avocado 2911,Anthracnose,0,0,1
Avocado 2912,Scab,0,1,0
Avocado 2913,Healthy,1,0,0
Avocado 2914,Scab,0,1,0
Avocado 2915,Healthy,1,0,0
Avocado 2916,Scab,0,1,0
Avocado 2917,Anthracnose,0,0,1
Avocado 2918,Anthracnose,0,0,1
Avocado 2919,Scab,0,1,0
Avocado 2920,Scab,0,1,0
Avocado 2921,Healthy,1,0,0
Avocado 2922,Healthy,1,0,0
Avocado 2923,Anthracnose,0,0,1
Avocado 2924,Anthracnose,0,0,1
Avocado 2925,Scab,0,1,0
Avocado 2926,Healthy,1,0,0
Avocado 2927,Scab,0,1,0
Avocado 2928,Scab,0,1,0
Avocado 2929,Scab,0,1,0
Avocado 2930,Scab,0,1,0
Avocado 2931,Scab,0,1,0
Avocado 2932,Scab,0,1,0
Avocado 2933,Anthracnose,0,0,1
Avocado 2934,Scab,0,1,0
Avocado 2935,Anthracnose,0,0,1
Avocado 2936,Anthracnose,0,0,1
Avocado 2937,Anthracnose,0,0,1
Avocado 2938,Anthracnose,0,0,1
Avocado 2939,Scab,0,1,0
Avocado 2940,Scab,0,1,0
Avocado 2941,Scab,0,1,0
Avocado 2942,Scab,0,1,0
Avocado 2943,Scab,0,1,0
Avocado 2944,Scab,0,1,0
Avocado 2945,Scab,0,1,0
Avocado 2946,Scab,0,1,0
Avocado 2947,Scab,0,1,0
Avocado 2948,Scab,0,1,0
Avocado 2949,Anthracnose,0,0,1
Avocado 2950,Anthracnose,0,0,1
Avocado 2951,Scab,0,1,0
Avocado 2952,Anthracnose,0,0,1
Avocado 2953,Scab,0,1,0
Avocado 2954,Anthracnose,0,0,1
Avocado 2955,Anthracnose,0,0,1
Avocado 2956,Anthracnose,0,0,1
Avocado 2957,Anthracnose,0,0,1
Avocado 2958,Anthracnose,0,0,1
Avocado 2959,Scab,0,1,0
Avocado 2960,Anthracnose,0,0,1
Avocado 2961,Scab,0,1,0
Avocado 2962,Scab,0,1,0
Avocado 2963,Scab,0,1,0
Avocado 2964,Scab,0,1,0
Avocado 2965,Scab,0,1,0
Avocado 2966,Scab,0,1,0
Avocado 2967,Scab,0,1,0
Avocado 2968,Scab,0,1,0
Avocado 2969,Scab,0,1,0
Avocado 2970,Scab,0,1,0
Avocado 2971,Scab,0,1,0
Avocado 2972,Healthy,1,0,0
Avocado 2973,Scab,0,1,0
Avocado 2974,Scab,0,1,0
Avocado 2975,Healthy,1,0,0
Avocado 2976,Healthy,1,0,0
Avocado 2977,Healthy,1,0,0
Avocado 2978,Healthy,1,0,0
Avocado 2979,Healthy,1,0,0
Avocado 2980,Scab,0,1,0
Avocado 2981,Scab,0,1,0
Avocado 2982,Healthy,1,0,0
Avocado 2983,Healthy,1,0,0
Avocado 2984,Scab,0,1,0
Avocado 2985,Scab,0,1,0
Avocado 2986,Healthy,1,0,0
Avocado 2987,Healthy,1,0,0
Avocado 2988,Healthy,1,0,0
Avocado 2989,Scab,0,1,0
Avocado 2990,Healthy,1,0,0
Avocado 2991,Healthy,1,0,0
Avocado 2992,Scab,0,1,0
Avocado 2993,Scab,0,1,0
Avocado 2994,Scab,0,1,0
Avocado 2995,Scab,0,1,0
Avocado 2996,Scab,0,1,0
Avocado 2997,Scab,0,1,0
Avocado 2998,Healthy,1,0,0
Avocado 2999,Scab,0,1,0
Avocado 3000,Healthy,1,0,0
Avocado 3001,Healthy,1,0,0
Avocado 3002,Healthy,1,0,0
Avocado 3003,Healthy,1,0,0
Avocado 3004,Healthy,1,0,0
Avocado 3005,Healthy,1,0,0
Avocado 3006,Healthy,1,0,0
Avocado 3007,Healthy,1,0,0
Avocado 3008,Scab,0,1,0
Avocado 3009,Healthy,1,0,0
Avocado 3010,Healthy,1,0,0
Avocado 3011,Healthy,1,0,0
Avocado 3012,Healthy,1,0,0
Avocado 3013,Healthy,1,0,0
Avocado 3014,Healthy,1,0,0
Avocado 3015,Scab,0,1,0
Avocado 3016,Healthy,1,0,0
Avocado 3017,Healthy,1,0,0
Avocado 3018,Healthy,1,0,0
Avocado 3019,Healthy,1,0,0
Avocado 3020,Scab,0,1,0
Avocado 3021,Scab,0,1,0
Avocado 3022,Scab,0,1,0
Avocado 3023,Scab,0,1,0
Avocado 3024,Anthracnose,0,0,1
Avocado 3025,Scab,0,1,0
Avocado 3026,Healthy,1,0,0
Avocado 3027,Healthy,1,0,0
Avocado 3028,Healthy,1,0,0
Avocado 3029,Healthy,1,0,0
Avocado 3030,Healthy,1,0,0
Avocado 3031,Healthy,1,0,0
Avocado 3032,Healthy,1,0,0
Avocado 3033,Healthy,1,0,0
Avocado 3034,Healthy,1,0,0
Avocado 3035,Healthy,1,0,0
Avocado 3036,Healthy,1,0,0
Avocado 3037,Healthy,1,0,0
Avocado 3038,Scab,0,1,0
Avocado 3039,Healthy,1,0,0
Avocado 3040,Healthy,1,0,0
Avocado 3041,Scab,0,1,0
Avocado 3042,Healthy,1,0,0
Avocado 3043,Scab,0,1,0
Avocado 3044,Healthy,1,0,0
Avocado 3045,Healthy,1,0,0
Avocado 3046,Healthy,1,0,0
Avocado 3047,Healthy,1,0,0
Avocado 3048,Healthy,1,0,0
Avocado 3049,Healthy,1,0,0
Avocado 3050,Healthy,1,0,0
Avocado 3051,Healthy,1,0,0
Avocado 3052,Scab,0,1,0
Avocado 3053,Healthy,1,0,0
Avocado 3054,Scab,0,1,0
Avocado 3055,Healthy,1,0,0
Avocado 3056,Scab,0,1,0
Avocado 3057,Healthy,1,0,0
Avocado 3058,Scab,0,1,0
Avocado 3059,Healthy,1,0,0
Avocado 3060,Scab,0,1,0
Avocado 3061,Anthracnose,0,0,1
Avocado 3062,Healthy,1,0,0
Avocado 3063,Healthy,1,0,0
Avocado 3064,Scab,0,1,0
Avocado 3065,Scab,0,1,0
Avocado 3066,Scab,0,1,0
Avocado 3067,Scab,0,1,0
Avocado 3068,Healthy,1,0,0
Avocado 3069,Scab,0,1,0
Avocado 3070,Anthracnose,0,0,1
Avocado 3071,Anthracnose,0,0,1
Avocado 3072,Scab,0,1,0
Avocado 3073,Healthy,1,0,0
Avocado 3074,Healthy,1,0,0
Avocado 3075,Healthy,1,0,0
Avocado 3076,Healthy,1,0,0
Avocado 3077,Healthy,1,0,0
Avocado 3078,Healthy,1,0,0
Avocado 3079,Healthy,1,0,0
Avocado 3080,Healthy,1,0,0
Avocado 3081,Anthracnose,0,0,1
Avocado 3082,Scab,0,1,0
Avocado 3083,Scab,0,1,0
Avocado 3084,Scab,0,1,0
Avocado 3085,Healthy,1,0,0
Avocado 3086,Healthy,1,0,0
Avocado 3087,Healthy,1,0,0
Avocado 3088,Healthy,1,0,0
Avocado 3089,Healthy,1,0,0
Avocado 3090,Healthy,1,0,0
Avocado 3091,Anthracnose,0,0,1
Avocado 3092,Anthracnose,0,0,1
Avocado 3093,Anthracnose,0,0,1
Avocado 3094,Scab,0,1,0
Avocado 3095,Anthracnose,0,0,1
Avocado 3096,Anthracnose,0,0,1
Avocado 3097,Healthy,1,0,0
Avocado 3098,Scab,0,1,0
Avocado 3099,Healthy,1,0,0
Avocado 3100,Scab,0,1,0
Avocado 3101,Anthracnose,0,0,1
Avocado 3102,Anthracnose,0,0,1
Avocado 3103,Anthracnose,0,0,1
Avocado 3104,Anthracnose,0,0,1
Avocado 3105,Anthracnose,0,0,1
Avocado 3106,Healthy,1,0,0
Avocado 3107,Healthy,1,0,0
Avocado 3108,Scab,0,1,0
Avocado 3109,Anthracnose,0,0,1
Avocado 3110,Healthy,1,0,0
Avocado 3111,Healthy,1,0,0
Avocado 3112,Healthy,1,0,0
Avocado 3113,Healthy,1,0,0
Avocado 3114,Anthracnose,0,0,1
Avocado 3115,Scab,0,1,0
Avocado 3116,Healthy,1,0,0
Avocado 3117,Healthy,1,0,0
Avocado 3118,Healthy,1,0,0
Avocado 3119,Anthracnose,0,0,1
Avocado 3120,Healthy,1,0,0
Avocado 3121,Healthy,1,0,0
Avocado 3122,Healthy,1,0,0
Avocado 3123,Healthy,1,0,0
Avocado 3124,Healthy,1,0,0
Avocado 3125,Healthy,1,0,0
Avocado 3126,Healthy,1,0,0
Avocado 3127,Healthy,1,0,0
Avocado 3128,Scab,0,1,0
Avocado 3129,Healthy,1,0,0
Avocado 3130,Anthracnose,0,0,1
Avocado 3131,Healthy,1,0,0
Avocado 3132,Healthy,1,0,0
Avocado 3133,Healthy,1,0,0
Avocado 3134,Healthy,1,0,0
Avocado 3135,Healthy,1,0,0
Avocado 3136,Healthy,1,0,0
Avocado 3137,Healthy,1,0,0
Avocado 3138,Anthracnose,0,0,1
Avocado 3139,Healthy,1,0,0
Avocado 3140,Healthy,1,0,0
Avocado 3141,Healthy,1,0,0
Avocado 3142,Healthy,1,0,0
Avocado 3143,Healthy,1,0,0
Avocado 3144,Healthy,1,0,0
Avocado 3145,Healthy,1,0,0
Avocado 3146,Healthy,1,0,0
Avocado 3147,Healthy,1,0,0
Avocado 3148,Scab,0,1,0
Avocado 3149,Anthracnose,0,0,1
Avocado 3150,Healthy,1,0,0
Avocado 3151,Healthy,1,0,0
Avocado 3152,Healthy,1,0,0
Avocado 3153,Healthy,1,0,0
Avocado 3154,Healthy,1,0,0
Avocado 3155,Scab,0,1,0
Avocado 3156,Healthy,1,0,0
Avocado 3157,Healthy,1,0,0
Avocado 3158,Scab,0,1,0
Avocado 3159,Scab,0,1,0
Avocado 3160,Anthracnose,0,0,1
Avocado 3161,Healthy,1,0,0
Avocado 3162,Healthy,1,0,0
Avocado 3163,Healthy,1,0,0
Avocado 3164,Healthy,1,0,0
Avocado 3165,Scab,0,1,0
Avocado 3166,Healthy,1,0,0
Avocado 3167,Anthracnose,0,0,1
Avocado 3168,Scab,0,1,0
Avocado 3169,Healthy,1,0,0
Avocado 3170,Healthy,1,0,0
Avocado 3171,Healthy,1,0,0
Avocado 3172,Healthy,1,0,0
Avocado 3173,Healthy,1,0,0
Avocado 3174,Healthy,1,0,0
Avocado 3175,Healthy,1,0,0
Avocado 3176,Scab,0,1,0
Avocado 3177,Anthracnose,0,0,1
Avocado 3178,Healthy,1,0,0
Avocado 3179,Healthy,1,0,0
Avocado 3180,Anthracnose,0,0,1
Avocado 3181,Scab,0,1,0
Avocado 3182,Healthy,1,0,0
Avocado 3183,Anthracnose,0,0,1
Avocado 3184,Healthy,1,0,0
Avocado 3185,Healthy,1,0,0
Avocado 3186,Anthracnose,0,0,1
Avocado 3187,Anthracnose,0,0,1
Avocado 3188,Healthy,1,0,0
Avocado 3189,Healthy,1,0,0
Avocado 3190,Healthy,1,0,0
Avocado 3191,Healthy,1,0,0
Avocado 3192,Scab,0,1,0
Avocado 3193,Scab,0,1,0
Avocado 3194,Scab,0,1,0
Avocado 3195,Scab,0,1,0
Avocado 3196,Scab,0,1,0
Avocado 3197,Scab,0,1,0
Avocado 3198,Healthy,1,0,0
Avocado 3199,Healthy,1,0,0
Avocado 3200,Anthracnose,0,0,1
Avocado 3201,Anthracnose,0,0,1
Avocado 3202,Anthracnose,0,0,1
Avocado 3203,Anthracnose,0,0,1
Avocado 3204,Healthy,1,0,0
Avocado 3205,Healthy,1,0,0
Avocado 3206,Anthracnose,0,0,1
Avocado 3207,Anthracnose,0,0,1
Avocado 3208,Healthy,1,0,0
Avocado 3209,Healthy,1,0,0
Avocado 3210,Healthy,1,0,0
Avocado 3211,Healthy,1,0,0
Avocado 3212,Healthy,1,0,0
Avocado 3213,Healthy,1,0,0
Avocado 3214,Healthy,1,0,0
Avocado 3215,Healthy,1,0,0
Avocado 3216,Healthy,1,0,0
Avocado 3217,Anthracnose,0,0,1
Avocado 3218,Healthy,1,0,0
Avocado 3219,Healthy,1,0,0
Avocado 3220,Anthracnose,0,0,1
Avocado 3221,Healthy,1,0,0
Avocado 3222,Healthy,1,0,0
Avocado 3223,Scab,0,1,0
Avocado 3224,Healthy,1,0,0
Avocado 3225,Healthy,1,0,0
Avocado 3226,Anthracnose,0,0,1
Avocado 3227,Anthracnose,0,0,1
Avocado 3228,Anthracnose,0,0,1
Avocado 3229,Anthracnose,0,0,1
Avocado 3230,Anthracnose,0,0,1
Avocado 3231,Scab,0,1,0
Avocado 3232,Scab,0,1,0
Avocado 3233,Scab,0,1,0
Avocado 3234,Healthy,1,0,0
Avocado 3235,Healthy,1,0,0
Avocado 3236,Anthracnose,0,0,1
Avocado 3237,Scab,0,1,0
Avocado 3238,Healthy,1,0,0
Avocado 3239,Anthracnose,0,0,1
Avocado 3240,Healthy,1,0,0
Avocado 3241,Anthracnose,0,0,1
Avocado 3242,Anthracnose,0,0,1
Avocado 3243,Scab,0,1,0
Avocado 3244,Scab,0,1,0
Avocado 3245,Healthy,1,0,0
Avocado 3246,Anthracnose,0,0,1
Avocado 3247,Anthracnose,0,0,1
Avocado 3248,Healthy,1,0,0
Avocado 3249,Healthy,1,0,0
Avocado 3250,Scab,0,1,0
Avocado 3251,Scab,0,1,0
Avocado 3252,Healthy,1,0,0
Avocado 3253,Anthracnose,0,0,1
Avocado 3254,Healthy,1,0,0
Avocado 3255,Healthy,1,0,0
Avocado 3256,Anthracnose,0,0,1
Avocado 3257,Healthy,1,0,0
Avocado 3258,Healthy,1,0,0
Avocado 3259,Scab,0,1,0
Avocado 3260,Anthracnose,0,0,1
Avocado 3261,Healthy,1,0,0
Avocado 3262,Healthy,1,0,0
Avocado 3263,Anthracnose,0,0,1
Avocado 3264,Anthracnose,0,0,1
Avocado 3265,Anthracnose,0,0,1
Avocado 3266,Scab,0,1,0
Avocado 3267,Anthracnose,0,0,1
Avocado 3268,Healthy,1,0,0
Avocado 3269,Healthy,1,0,0
Avocado 3270,Healthy,1,0,0
Avocado 3271,Healthy,1,0,0
Avocado 3272,Healthy,1,0,0
Avocado 3273,Healthy,1,0,0
Avocado 3274,Healthy,1,0,0
Avocado 3275,Healthy,1,0,0
Avocado 3276,Healthy,1,0,0
Avocado 3277,Scab,0,1,0
Avocado 3278,Scab,0,1,0
Avocado 3279,Anthracnose,0,0,1
Avocado 3280,Anthracnose,0,0,1
Avocado 3281,Healthy,1,0,0
Avocado 3282,Healthy,1,0,0
Avocado 3283,Healthy,1,0,0
Avocado 3284,Healthy,1,0,0
Avocado 3285,Healthy,1,0,0
Avocado 3286,Healthy,1,0,0
Avocado 3287,Healthy,1,0,0
Avocado 3288,Healthy,1,0,0
Avocado 3289,Scab,0,1,0
Avocado 3290,Scab,0,1,0
Avocado 3291,Anthracnose,0,0,1
Avocado 3292,Healthy,1,0,0
Avocado 3293,Healthy,1,0,0
Avocado 3294,Anthracnose,0,0,1
Avocado 3295,Anthracnose,0,0,1
Avocado 3296,Anthracnose,0,0,1
Avocado 3297,Healthy,1,0,0
Avocado 3298,Healthy,1,0,0
Avocado 3299,Anthracnose,0,0,1
Avocado 3300,Anthracnose,0,0,1
Avocado 3301,Healthy,1,0,0
Avocado 3302,Scab,0,1,0
Avocado 3303,Scab,0,1,0
Avocado 3304,Healthy,1,0,0
Avocado 3305,Healthy,1,0,0
Avocado 3306,Healthy,1,0,0
Avocado 3307,Healthy,1,0,0
Avocado 3308,Healthy,1,0,0
Avocado 3309,Healthy,1,0,0
Avocado 3310,Anthracnose,0,0,1
Avocado 3311,Anthracnose,0,0,1
Avocado 3312,Healthy,1,0,0
Avocado 3313,Healthy,1,0,0
Avocado 3314,Anthracnose,0,0,1
Avocado 3315,Anthracnose,0,0,1
Avocado 3316,Anthracnose,0,0,1
Avocado 3317,Anthracnose,0,0,1
Avocado 3318,Anthracnose,0,0,1
Avocado 3319,Anthracnose,0,0,1
Avocado 3320,Anthracnose,0,0,1
Avocado 3321,Scab,0,1,0
Avocado 3322,Healthy,1,0,0
Avocado 3323,Healthy,1,0,0
Avocado 3324,Anthracnose,0,0,1
Avocado 3325,Scab,0,1,0
Avocado 3326,Scab,0,1,0
Avocado 3327,Anthracnose,0,0,1
Avocado 3328,Anthracnose,0,0,1
Avocado 3329,Anthracnose,0,0,1
Avocado 3330,Healthy,1,0,0
Avocado 3331,Healthy,1,0,0
Avocado 3332,Healthy,1,0,0
Avocado 3333,Healthy,1,0,0
Avocado 3334,Healthy,1,0,0
Avocado 3335,Anthracnose,0,0,1
Avocado 3336,Anthracnose,0,0,1
Avocado 3337,Anthracnose,0,0,1
Avocado 3338,Scab,0,1,0
Avocado 3339,Healthy,1,0,0
Avocado 3340,Healthy,1,0,0
Avocado 3341,Anthracnose,0,0,1
Avocado 3342,Healthy,1,0,0
Avocado 3343,Healthy,1,0,0
Avocado 3344,Scab,0,1,0
Avocado 3345,Anthracnose,0,0,1
Avocado 3346,Anthracnose,0,0,1
Avocado 3347,Anthracnose,0,0,1
Avocado 3348,Anthracnose,0,0,1
Avocado 3349,Anthracnose,0,0,1
Avocado 3350,Anthracnose,0,0,1
Avocado 3351,Healthy,1,0,0
Avocado 3352,Healthy,1,0,0
Avocado 3353,Anthracnose,0,0,1
Avocado 3354,Anthracnose,0,0,1
Avocado 3355,Healthy,1,0,0
Avocado 3356,Anthracnose,0,0,1
Avocado 3357,Healthy,1,0,0
Avocado 3358,Healthy,1,0,0
Avocado 3359,Healthy,1,0,0
Avocado 3360,Healthy,1,0,0
Avocado 3361,Anthracnose,0,0,1
Avocado 3362,Anthracnose,0,0,1
Avocado 3363,Healthy,1,0,0
Avocado 3364,Healthy,1,0,0
Avocado 3365,Healthy,1,0,0
Avocado 3366,Healthy,1,0,0
Avocado 3367,Healthy,1,0,0
Avocado 3368,Anthracnose,0,0,1
Avocado 3369,Anthracnose,0,0,1
Avocado 3370,Anthracnose,0,0,1
Avocado 3371,Scab,0,1,0
Avocado 3372,Scab,0,1,0
Avocado 3373,Scab,0,1,0
Avocado 3374,Healthy,1,0,0
Avocado 3375,Healthy,1,0,0
Avocado 3376,Healthy,1,0,0
Avocado 3377,Scab,0,1,0
Avocado 3378,Scab,0,1,0
Avocado 3379,Scab,0,1,0
Avocado 3380,Scab,0,1,0
Avocado 3381,Anthracnose,0,0,1
Avocado 3382,Anthracnose,0,0,1
Avocado 3383,Anthracnose,0,0,1
Avocado 3384,Anthracnose,0,0,1
Avocado 3385,Healthy,1,0,0
Avocado 3386,Healthy,1,0,0
Avocado 3387,Healthy,1,0,0
Avocado 3388,Healthy,1,0,0
Avocado 3389,Scab,0,1,0
Avocado 3390,Anthracnose,0,0,1
Avocado 3391,Anthracnose,0,0,1
Avocado 3392,Anthracnose,0,0,1
Avocado 3393,Healthy,1,0,0
Avocado 3394,Healthy,1,0,0
Avocado 3395,Anthracnose,0,0,1
Avocado 3396,Healthy,1,0,0
Avocado 3397,Anthracnose,0,0,1
Avocado 3398,Anthracnose,0,0,1
Avocado 3399,Healthy,1,0,0
Avocado 3400,Healthy,1,0,0
Avocado 3401,Healthy,1,0,0
Avocado 3402,Anthracnose,0,0,1
Avocado 3403,Anthracnose,0,0,1
Avocado 3404,Anthracnose,0,0,1
Avocado 3405,Healthy,1,0,0
Avocado 3406,Anthracnose,0,0,1
Avocado 3407,Healthy,1,0,0
Avocado 3408,Healthy,1,0,0
Avocado 3409,Healthy,1,0,0
Avocado 3410,Healthy,1,0,0
Avocado 3411,Scab,0,1,0
Avocado 3412,Healthy,1,0,0
Avocado 3413,Scab,0,1,0
Avocado 3414,Anthracnose,0,0,1
Avocado 3415,Scab,0,1,0
Avocado 3416,Scab,0,1,0
Avocado 3417,Healthy,1,0,0
Avocado 3418,Scab,0,1,0
Avocado 3419,Anthracnose,0,0,1
Avocado 3420,Anthracnose,0,0,1
Avocado 3421,Scab,0,1,0
Avocado 3422,Scab,0,1,0
Avocado 3423,Scab,0,1,0
Avocado 3424,Scab,0,1,0
Avocado 3425,Scab,0,1,0
Avocado 3426,Anthracnose,0,0,1
Avocado 3427,Anthracnose,0,0,1
Avocado 3428,Anthracnose,0,0,1
Avocado 3429,Anthracnose,0,0,1
Avocado 3430,Anthracnose,0,0,1
Avocado 3431,Anthracnose,0,0,1
Avocado 3432,Anthracnose,0,0,1
Avocado 3433,Scab,0,1,0
Avocado 3434,Scab,0,1,0
Avocado 3435,Scab,0,1,0
Avocado 3436,Scab,0,1,0
Avocado 3437,Scab,0,1,0
Avocado 3438,Scab,0,1,0
Avocado 3439,Scab,0,1,0
Avocado 3440,Scab,0,1,0
Avocado 3441,Scab,0,1,0
Avocado 3442,Scab,0,1,0
Avocado 3443,Scab,0,1,0
Avocado 3444,Scab,0,1,0
Avocado 3445,Scab,0,1,0
Avocado 3446,Scab,0,1,0
Avocado 3447,Scab,0,1,0
Avocado 3448,Scab,0,1,0
Avocado 3449,Scab,0,1,0
Avocado 3450,Anthracnose,0,0,1
Avocado 3451,Scab,0,1,0
Avocado 3452,Healthy,1,0,0
Avocado 3453,Scab,0,1,0
Avocado 3454,Scab,0,1,0
Avocado 3455,Scab,0,1,0
Avocado 3456,Anthracnose,0,0,1
Avocado 3457,Anthracnose,0,0,1
Avocado 3458,Anthracnose,0,0,1
Avocado 3459,Anthracnose,0,0,1
Avocado 3460,Anthracnose,0,0,1
Avocado 3461,Anthracnose,0,0,1
Avocado 3462,Anthracnose,0,0,1
Avocado 3463,Scab,0,1,0
Avocado 3464,Scab,0,1,0
Avocado 3465,Scab,0,1,0
Avocado 3466,Scab,0,1,0
Avocado 3467,Scab,0,1,0
Avocado 3468,Scab,0,1,0
Avocado 3469,Scab,0,1,0
Avocado 3470,Scab,0,1,0
Avocado 3471,Scab,0,1,0
Avocado 3472,Scab,0,1,0
Avocado 3473,Scab,0,1,0
Avocado 3474,Anthracnose,0,0,1
Avocado 3475,Anthracnose,0,0,1
Avocado 3476,Scab,0,1,0
Avocado 3477,Scab,0,1,0
Avocado 3478,Scab,0,1,0
Avocado 3479,Scab,0,1,0
Avocado 3480,Anthracnose,0,0,1
Avocado 3481,Scab,0,1,0
Avocado 3482,Healthy,1,0,0
Avocado 3483,Scab,0,1,0
Avocado 3484,Healthy,1,0,0
Avocado 3485,Scab,0,1,0
Avocado 3486,Anthracnose,0,0,1
Avocado 3487,Anthracnose,0,0,1
Avocado 3488,Scab,0,1,0
Avocado 3489,Scab,0,1,0
Avocado 3490,Healthy,1,0,0
Avocado 3491,Healthy,1,0,0
Avocado 3492,Anthracnose,0,0,1
Avocado 3493,Anthracnose,0,0,1
Avocado 3494,Scab,0,1,0
Avocado 3495,Healthy,1,0,0
Avocado 3496,Scab,0,1,0
Avocado 3497,Scab,0,1,0
Avocado 3498,Scab,0,1,0
Avocado 3499,Scab,0,1,0
Avocado 3500,Scab,0,1,0
Avocado 3501,Scab,0,1,0
Avocado 3502,Anthracnose,0,0,1
Avocado 3503,Scab,0,1,0
Avocado 3504,Anthracnose,0,0,1
Avocado 3505,Anthracnose,0,0,1
Avocado 3506,Anthracnose,0,0,1
Avocado 3507,Anthracnose,0,0,1
Avocado 3508,Scab,0,1,0
Avocado 3509,Scab,0,1,0
Avocado 3510,Scab,0,1,0
Avocado 3511,Scab,0,1,0
Avocado 3512,Scab,0,1,0
Avocado 3513,Scab,0,1,0
Avocado 3514,Scab,0,1,0
Avocado 3515,Scab,0,1,0
Avocado 3516,Scab,0,1,0
Avocado 3517,Scab,0,1,0
Avocado 3518,Anthracnose,0,0,1
Avocado 3519,Anthracnose,0,0,1
Avocado 3520,Scab,0,1,0
Avocado 3521,Anthracnose,0,0,1
Avocado 3522,Scab,0,1,0
Avocado 3523,Anthracnose,0,0,1
Avocado 3524,Anthracnose,0,0,1
Avocado 3525,Anthracnose,0,0,1
Avocado 3526,Anthracnose,0,0,1
Avocado 3527,Anthracnose,0,0,1
Avocado 3528,Scab,0,1,0
Avocado 3529,Anthracnose,0,0,1
Avocado 3530,Scab,0,1,0
Avocado 3531,Scab,0,1,0
Avocado 3532,Scab,0,1,0
Avocado 3533,Scab,0,1,0
Avocado 3534,Scab,0,1,0
Avocado 3535,Scab,0,1,0
Avocado 3536,Scab,0,1,0
Avocado 3537,Scab,0,1,0
Avocado 3538,Scab,0,1,0
Avocado 3539,Scab,0,1,0
Avocado 3540,Scab,0,1,0
Avocado 3541,Healthy,1,0,0
Avocado 3542,Scab,0,1,0
Avocado 3543,Scab,0,1,0
Avocado 3544,Healthy,1,0,0
Avocado 3545,Healthy,1,0,0
Avocado 3546,Healthy,1,0,0
Avocado 3547,Healthy,1,0,0
Avocado 3548,Healthy,1,0,0
Avocado 3549,Scab,0,1,0
Avocado 3550,Scab,0,1,0
Avocado 3551,Healthy,1,0,0
Avocado 3552,Healthy,1,0,0
Avocado 3553,Scab,0,1,0
Avocado 3554,Scab,0,1,0
Avocado 3555,Healthy,1,0,0
Avocado 3556,Healthy,1,0,0
Avocado 3557,Healthy,1,0,0
Avocado 3558,Scab,0,1,0
Avocado 3559,Healthy,1,0,0
Avocado 3560,Healthy,1,0,0
Avocado 3561,Scab,0,1,0
Avocado 3562,Scab,0,1,0
Avocado 3563,Scab,0,1,0
Avocado 3564,Scab,0,1,0
Avocado 3565,Scab,0,1,0
Avocado 3566,Scab,0,1,0
Avocado 3567,Healthy,1,0,0
Avocado 3568,Scab,0,1,0
Avocado 3569,Healthy,1,0,0
Avocado 3570,Healthy,1,0,0
Avocado 3571,Healthy,1,0,0
Avocado 3572,Healthy,1,0,0
Avocado 3573,Healthy,1,0,0
Avocado 3574,Healthy,1,0,0
Avocado 3575,Healthy,1,0,0
Avocado 3576,Healthy,1,0,0
Avocado 3577,Scab,0,1,0
Avocado 3578,Healthy,1,0,0
Avocado 3579,Healthy,1,0,0
Avocado 3580,Healthy,1,0,0
Avocado 3581,Healthy,1,0,0
Avocado 3582,Healthy,1,0,0
Avocado 3583,Healthy,1,0,0
Avocado 3584,Scab,0,1,0
Avocado 3585,Healthy,1,0,0
Avocado 3586,Healthy,1,0,0
Avocado 3587,Healthy,1,0,0
Avocado 3588,Healthy,1,0,0
Avocado 3589,Scab,0,1,0
Avocado 3590,Scab,0,1,0
Avocado 3591,Scab,0,1,0
Avocado 3592,Scab,0,1,0
Avocado 3593,Anthracnose,0,0,1
Avocado 3594,Scab,0,1,0
Avocado 3595,Healthy,1,0,0
Avocado 3596,Healthy,1,0,0
Avocado 3597,Healthy,1,0,0
Avocado 3598,Healthy,1,0,0
Avocado 3599,Healthy,1,0,0
Avocado 3600,Healthy,1,0,0
Avocado 3601,Healthy,1,0,0
Avocado 3602,Healthy,1,0,0
Avocado 3603,Healthy,1,0,0
Avocado 3604,Healthy,1,0,0
Avocado 3605,Healthy,1,0,0
Avocado 3606,Healthy,1,0,0
Avocado 3607,Scab,0,1,0
Avocado 3608,Healthy,1,0,0
Avocado 3609,Healthy,1,0,0
Avocado 3610,Scab,0,1,0
Avocado 3611,Healthy,1,0,0
Avocado 3612,Scab,0,1,0
Avocado 3613,Healthy,1,0,0
Avocado 3614,Healthy,1,0,0
Avocado 3615,Healthy,1,0,0
Avocado 3616,Healthy,1,0,0
Avocado 3617,Healthy,1,0,0
Avocado 3618,Healthy,1,0,0
Avocado 3619,Healthy,1,0,0
Avocado 3620,Healthy,1,0,0
Avocado 3621,Scab,0,1,0
Avocado 3622,Healthy,1,0,0
Avocado 3623,Scab,0,1,0
Avocado 3624,Healthy,1,0,0
Avocado 3625,Scab,0,1,0
Avocado 3626,Healthy,1,0,0
Avocado 3627,Scab,0,1,0
Avocado 3628,Healthy,1,0,0
Avocado 3629,Scab,0,1,0
Avocado 3630,Anthracnose,0,0,1
Avocado 3631,Healthy,1,0,0
Avocado 3632,Healthy,1,0,0
Avocado 3633,Scab,0,1,0
Avocado 3634,Scab,0,1,0
Avocado 3635,Scab,0,1,0
Avocado 3636,Scab,0,1,0
Avocado 3637,Healthy,1,0,0
